datum,containerNummer,container_afvaltype,lediging_24h_later,telling_sinds_lediging,telling
2019-04-13,322,GFT,0,17,5
2019-04-14,322,GFT,1,19,2
2019-04-15,322,GFT,0,25,6
2019-04-16,322,GFT,0,30,5
2019-04-09,323,PMD,0,1,1
2019-04-10,323,PMD,0,5,4
2019-04-11,323,PMD,0,8,3
2019-04-12,323,PMD,0,14,6
2019-04-13,323,PMD,0,17,3
2019-04-14,323,PMD,0,21,4
2019-04-15,323,PMD,0,26,5
2019-04-16,323,PMD,0,30,4
2019-04-09,324,Papier,0,5,5
2019-04-10,324,Papier,0,9,4
2019-04-11,324,Papier,0,16,7
2019-04-12,324,Papier,0,21,5
2019-04-13,324,Papier,0,25,4
2019-04-15,324,Papier,0,31,6
2019-04-16,324,Papier,0,36,5
2019-04-09,325,Rest,0,1,1
2019-04-10,325,Rest,0,9,8
2019-04-11,325,Rest,0,15,6
2019-04-12,325,Rest,0,16,1
2019-04-13,325,Rest,0,20,4
2019-04-14,325,Rest,0,24,4
2019-04-15,325,Rest,1,28,4
2019-04-16,325,Rest,0,37,9
2019-04-09,326,GFT,0,3,3
2019-04-10,326,GFT,0,7,4
2019-04-11,326,GFT,0,8,1
2019-04-13,326,GFT,0,10,2
2019-04-14,326,GFT,1,15,5
2019-04-15,326,GFT,0,16,1
2019-04-16,326,GFT,0,20,4
2019-04-09,327,Rest,0,13,13
2019-04-10,327,Rest,0,17,4
2019-04-11,327,Rest,0,22,5
2019-04-12,327,Rest,0,26,4
2019-04-13,327,Rest,0,30,4
2019-04-14,327,Rest,0,37,7
2019-04-15,327,Rest,1,46,9
2019-04-16,327,Rest,0,52,6
2019-04-09,328,GFT,0,8,8
2019-04-10,328,GFT,0,13,5
2019-04-11,328,GFT,0,19,6
2019-04-12,328,GFT,0,20,1
2019-04-13,328,GFT,0,24,4
2019-04-14,328,GFT,0,28,4
2019-04-15,328,GFT,0,32,4
2019-04-16,328,GFT,0,37,5
2019-04-09,329,Rest,1,10,10
2019-04-10,329,Rest,0,11,11
2019-04-10,329,Rest,0,10,11
2019-04-11,329,Rest,0,21,11
2019-04-12,329,Rest,0,29,8
2019-04-13,329,Rest,0,35,6
2019-04-14,329,Rest,1,49,14
2019-04-15,329,Rest,0,24,13
2019-04-16,329,Rest,0,45,21
2019-04-09,330,Rest,0,13,13
2019-04-10,330,Rest,0,37,24
2019-04-11,330,Rest,0,52,15
2019-04-12,330,Rest,0,63,11
2019-04-13,330,Rest,0,82,19
2019-04-14,330,Rest,0,98,16
2019-04-15,330,Rest,0,114,16
2019-04-16,330,Rest,0,135,21
2019-04-09,331,GFT,0,10,10
2019-04-10,331,GFT,0,33,23
2019-04-11,331,GFT,0,44,11
2019-04-12,331,GFT,0,64,20
2019-04-13,331,GFT,0,80,16
2019-04-14,331,GFT,0,87,7
2019-04-15,331,GFT,0,105,18
2019-04-16,331,GFT,0,118,13
2019-04-09,332,Papier,0,19,19
2019-04-10,332,Papier,1,37,18
2019-04-11,332,Papier,0,39,11
2019-04-11,332,Papier,0,9,11
2019-04-12,332,Papier,0,27,18
2019-04-13,332,Papier,1,38,11
2019-04-14,332,Papier,0,47,11
2019-04-14,332,Papier,0,41,11
2019-04-15,332,Papier,0,70,23
2019-04-16,332,Papier,0,88,18
2019-04-09,333,PMD,0,9,9
2019-04-10,333,PMD,0,25,16
2019-04-11,333,PMD,1,38,13
2019-04-12,333,PMD,0,51,13
2019-04-13,333,PMD,0,60,9
2019-04-14,333,PMD,0,75,15
2019-04-15,333,PMD,0,91,16
2019-04-16,333,PMD,0,106,15
2019-04-09,335,Rest,0,10,10
2019-04-10,335,Rest,0,18,8
2019-04-11,335,Rest,0,24,6
2019-04-12,335,Rest,0,39,15
2019-04-13,335,Rest,0,54,15
2019-04-14,335,Rest,1,68,14
2019-04-15,335,Rest,0,85,17
2019-04-16,335,Rest,0,94,9
2019-04-09,336,GFT,0,8,8
2019-04-10,336,GFT,0,13,5
2019-04-11,336,GFT,0,23,10
2019-04-12,336,GFT,0,30,7
2019-04-13,336,GFT,0,36,6
2019-04-14,336,GFT,0,44,8
2019-04-15,336,GFT,1,56,12
2019-04-16,336,GFT,0,5,5
2019-04-09,337,Papier,0,13,13
2019-04-10,337,Papier,0,19,6
2019-04-11,337,Papier,0,28,9
2019-04-12,337,Papier,0,41,13
2019-04-13,337,Papier,0,49,8
2019-04-14,337,Papier,0,59,10
2019-04-15,337,Papier,0,71,12
2019-04-16,337,Papier,0,79,8
2019-04-09,338,PMD,0,8,8
2019-04-10,338,PMD,0,11,3
2019-04-11,338,PMD,1,15,4
2019-04-12,338,PMD,0,20,5
2019-04-13,338,PMD,0,27,7
2019-04-14,338,PMD,0,34,7
2019-04-15,338,PMD,0,41,7
2019-04-16,338,PMD,0,45,4
2019-04-09,339,Rest,0,3,3
2019-04-10,339,Rest,0,6,3
2019-04-11,339,Rest,0,15,9
2019-04-12,339,Rest,0,16,1
2019-04-13,339,Rest,0,18,2
2019-04-14,339,Rest,0,20,2
2019-04-15,339,Rest,0,24,4
2019-04-16,339,Rest,0,31,7
2019-04-11,340,GFT,0,3,3
2019-04-13,340,GFT,0,4,1
2019-04-15,340,GFT,0,5,1
2019-04-16,340,GFT,0,6,1
2019-04-09,341,Papier,0,1,1
2019-04-11,341,Papier,0,6,5
2019-04-12,341,Papier,0,9,3
2019-04-13,341,Papier,0,12,3
2019-04-14,341,Papier,1,14,2
2019-04-15,341,Papier,0,17,3
2019-04-16,341,Papier,0,21,4
2019-04-09,342,PMD,0,1,1
2019-04-10,342,PMD,0,2,1
2019-04-11,342,PMD,0,7,5
2019-04-14,342,PMD,0,9,2
2019-04-16,342,PMD,0,11,2
2019-04-09,343,Rest,0,7,7
2019-04-10,343,Rest,1,13,6
2019-04-11,343,Rest,0,18,5
2019-04-12,343,Rest,0,20,2
2019-04-13,343,Rest,0,25,5
2019-04-14,343,Rest,0,28,3
2019-04-15,343,Rest,0,33,5
2019-04-16,343,Rest,0,38,5
2019-04-09,344,GFT,1,4,4
2019-04-10,344,GFT,0,8,4
2019-04-11,344,GFT,0,3,3
2019-04-12,344,GFT,0,8,5
2019-04-13,344,GFT,0,14,6
2019-04-14,344,GFT,0,27,13
2019-04-15,344,GFT,1,34,7
2019-04-16,344,GFT,0,16,8
2019-04-09,345,Papier,0,2,2
2019-04-10,345,Papier,1,6,4
2019-04-11,345,Papier,0,10,4
2019-04-12,345,Papier,0,13,3
2019-04-13,345,Papier,0,19,6
2019-04-14,345,Papier,0,24,5
2019-04-15,345,Papier,0,30,6
2019-04-16,345,Papier,0,38,8
2019-04-09,346,PMD,0,2,2
2019-04-10,346,PMD,0,5,3
2019-04-11,346,PMD,0,6,1
2019-04-12,346,PMD,0,8,2
2019-04-13,346,PMD,0,14,6
2019-04-14,346,PMD,0,15,1
2019-04-15,346,PMD,0,19,4
2019-04-16,346,PMD,0,22,3
2019-04-09,347,Rest,0,8,8
2019-04-10,347,Rest,0,20,12
2019-04-11,347,Rest,0,29,9
2019-04-12,347,Rest,0,36,7
2019-04-13,347,Rest,0,45,9
2019-04-14,347,Rest,0,53,8
2019-04-15,347,Rest,0,63,10
2019-04-16,347,Rest,0,77,14
2019-04-09,348,GFT,0,2,3
2019-04-09,348,GFT,0,1,3
2019-04-10,348,GFT,0,7,6
2019-04-11,348,GFT,0,17,10
2019-04-12,348,GFT,0,21,4
2019-04-13,348,GFT,0,29,8
2019-04-14,348,GFT,0,34,5
2019-04-15,348,GFT,1,41,7
2019-04-16,348,GFT,0,7,5
2019-04-09,349,Papier,0,6,6
2019-04-10,349,Papier,0,14,8
2019-04-11,349,Papier,0,19,5
2019-04-12,349,Papier,0,26,7
2019-04-13,349,Papier,0,33,7
2019-04-14,349,Papier,0,39,6
2019-04-15,349,Papier,1,43,4
2019-04-16,349,Papier,0,50,7
2019-04-09,350,PMD,0,1,1
2019-04-10,350,PMD,0,5,4
2019-04-11,350,PMD,0,8,3
2019-04-12,350,PMD,0,11,3
2019-04-13,350,PMD,0,18,7
2019-04-14,350,PMD,1,22,4
2019-04-15,350,PMD,0,25,3
2019-04-16,350,PMD,0,28,3
2019-04-09,351,Rest,0,10,10
2019-04-10,351,Rest,0,15,5
2019-04-11,351,Rest,1,25,10
2019-04-12,351,Rest,0,34,9
2019-04-13,351,Rest,0,42,8
2019-04-14,351,Rest,0,46,4
2019-04-15,351,Rest,0,58,12
2019-04-16,351,Rest,0,73,15
2019-04-09,352,GFT,0,4,4
2019-04-10,352,GFT,0,7,3
2019-04-11,352,GFT,0,17,10
2019-04-12,352,GFT,0,25,8
2019-04-13,352,GFT,0,35,10
2019-04-14,352,GFT,0,38,3
2019-04-15,352,GFT,1,44,6
2019-04-16,352,GFT,0,58,14
2019-04-09,353,Papier,1,7,7
2019-04-10,353,Papier,0,8,5
2019-04-10,353,Papier,0,4,5
2019-04-11,353,Papier,0,10,6
2019-04-12,353,Papier,1,16,6
2019-04-13,353,Papier,0,19,6
2019-04-13,353,Papier,0,11,6
2019-04-14,353,Papier,0,14,3
2019-04-15,353,Papier,0,27,13
2019-04-16,353,Papier,0,32,5
2019-04-09,354,PMD,0,6,6
2019-04-10,354,PMD,0,13,7
2019-04-11,354,PMD,0,18,5
2019-04-12,354,PMD,0,21,3
2019-04-13,354,PMD,0,22,1
2019-04-14,354,PMD,1,25,3
2019-04-15,354,PMD,0,31,6
2019-04-16,354,PMD,0,33,2
2019-04-09,355,Rest,0,9,9
2019-04-10,355,Rest,0,17,8
2019-04-11,355,Rest,0,39,22
2019-04-12,355,Rest,0,52,13
2019-04-13,355,Rest,0,61,9
2019-04-14,355,Rest,0,79,18
2019-04-15,355,Rest,0,100,21
2019-04-16,355,Rest,0,117,17
2019-04-09,356,GFT,0,9,9
2019-04-10,356,GFT,0,23,14
2019-04-11,356,GFT,0,46,23
2019-04-12,356,GFT,0,58,12
2019-04-13,356,GFT,0,69,11
2019-04-14,356,GFT,0,80,11
2019-04-15,356,GFT,1,99,19
2019-04-16,356,GFT,0,118,19
2019-04-09,357,Papier,0,11,11
2019-04-10,357,Papier,0,19,8
2019-04-11,357,Papier,0,32,13
2019-04-12,357,Papier,0,38,6
2019-04-13,357,Papier,0,49,11
2019-04-14,357,Papier,0,61,12
2019-04-15,357,Papier,0,72,11
2019-04-16,357,Papier,0,82,10
2019-04-09,358,PMD,1,5,5
2019-04-10,358,PMD,0,10,5
2019-04-11,358,PMD,0,22,12
2019-04-12,358,PMD,0,28,6
2019-04-13,358,PMD,0,35,7
2019-04-14,358,PMD,0,40,5
2019-04-15,358,PMD,0,45,5
2019-04-16,358,PMD,0,51,6
2019-04-09,360,Rest,0,22,22
2019-04-10,360,Rest,0,33,11
2019-04-11,360,Rest,0,43,10
2019-04-12,360,Rest,0,53,10
2019-04-13,360,Rest,0,59,6
2019-04-14,360,Rest,0,73,14
2019-04-15,360,Rest,0,91,18
2019-04-16,360,Rest,0,99,8
2019-04-09,361,GFT,0,6,8
2019-04-09,361,GFT,0,2,8
2019-04-10,361,GFT,0,8,2
2019-04-11,361,GFT,0,15,7
2019-04-12,361,GFT,0,29,14
2019-04-13,361,GFT,0,37,8
2019-04-14,361,GFT,0,39,2
2019-04-15,361,GFT,1,50,11
2019-04-16,361,GFT,0,51,17
2019-04-16,361,GFT,0,18,17
2019-04-09,362,Papier,0,9,9
2019-04-10,362,Papier,0,21,12
2019-04-11,362,Papier,1,25,4
2019-04-12,362,Papier,0,27,2
2019-04-13,362,Papier,0,36,9
2019-04-14,362,Papier,0,40,4
2019-04-15,362,Papier,0,48,8
2019-04-16,362,Papier,0,54,6
2019-04-09,363,PMD,0,16,16
2019-04-10,363,PMD,0,18,2
2019-04-11,363,PMD,0,21,3
2019-04-12,363,PMD,0,23,2
2019-04-13,363,PMD,0,30,7
2019-04-14,363,PMD,0,35,5
2019-04-15,363,PMD,0,43,8
2019-04-16,363,PMD,0,48,5
2019-04-09,364,Rest,0,8,8
2019-04-10,364,Rest,0,11,11
2019-04-11,364,Rest,0,21,10
2019-04-12,364,Rest,0,29,8
2019-04-13,364,Rest,0,37,8
2019-04-14,364,Rest,1,49,12
2019-04-15,364,Rest,0,59,13
2019-04-15,364,Rest,0,11,13
2019-04-16,364,Rest,0,25,14
2019-04-09,365,GFT,0,9,9
2019-04-10,365,GFT,0,18,9
2019-04-11,365,GFT,0,24,6
2019-04-12,365,GFT,0,30,6
2019-04-13,365,GFT,0,42,12
2019-04-14,365,GFT,0,50,8
2019-04-15,365,GFT,0,55,5
2019-04-16,365,GFT,0,62,7
2019-04-09,366,Papier,0,7,7
2019-04-10,366,Papier,0,16,9
2019-04-11,366,Papier,0,21,5
2019-04-12,366,Papier,0,23,2
2019-04-13,366,Papier,0,29,6
2019-04-14,366,Papier,0,35,6
2019-04-15,366,Papier,0,47,12
2019-04-16,366,Papier,0,52,5
2019-04-09,367,PMD,0,1,1
2019-04-10,367,PMD,1,3,2
2019-04-11,367,PMD,1,3,3
2019-04-12,367,PMD,0,4,1
2019-04-13,367,PMD,0,8,5
2019-04-14,367,PMD,0,10,2
2019-04-15,367,PMD,0,18,8
2019-04-16,367,PMD,0,27,9
2019-04-09,368,Rest,0,1,1
2019-04-10,368,Rest,0,3,2
2019-04-11,368,Rest,1,9,6
2019-04-12,368,Rest,0,16,7
2019-04-13,368,Rest,0,18,2
2019-04-14,368,Rest,0,24,6
2019-04-15,368,Rest,0,31,7
2019-04-16,368,Rest,0,34,3
2019-04-09,369,Rest,0,6,6
2019-04-10,369,Rest,1,8,2
2019-04-11,369,Rest,0,14,6
2019-04-12,369,Rest,0,21,7
2019-04-13,369,Rest,0,25,4
2019-04-14,369,Rest,0,33,8
2019-04-15,369,Rest,0,38,5
2019-04-16,369,Rest,0,45,7
2019-04-09,370,GFT,0,14,14
2019-04-10,370,GFT,0,28,14
2019-04-11,370,GFT,1,38,10
2019-04-12,370,GFT,0,14,14
2019-04-13,370,GFT,0,26,12
2019-04-14,370,GFT,0,38,12
2019-04-15,370,GFT,1,52,14
2019-04-16,370,GFT,0,43,5
2019-04-09,371,Papier,0,22,22
2019-04-10,371,Papier,0,31,9
2019-04-11,371,Papier,0,47,16
2019-04-12,371,Papier,0,64,17
2019-04-13,371,Papier,0,75,11
2019-04-14,371,Papier,0,93,18
2019-04-15,371,Papier,1,108,15
2019-04-16,371,Papier,0,124,16
2019-04-09,372,PMD,0,7,7
2019-04-10,372,PMD,0,12,5
2019-04-11,372,PMD,0,15,3
2019-04-12,372,PMD,0,16,1
2019-04-13,372,PMD,0,20,4
2019-04-14,372,PMD,0,24,4
2019-04-15,372,PMD,0,29,5
2019-04-16,372,PMD,0,35,6
2019-04-09,374,PMD,0,4,4
2019-04-10,374,PMD,0,7,3
2019-04-11,374,PMD,1,8,1
2019-04-12,374,PMD,0,14,6
2019-04-13,374,PMD,0,18,4
2019-04-14,374,PMD,0,19,1
2019-04-15,374,PMD,0,22,3
2019-04-16,374,PMD,0,27,5
2019-04-09,375,Papier,1,8,8
2019-04-10,375,Papier,0,2,2
2019-04-11,375,Papier,0,9,7
2019-04-12,375,Papier,0,12,3
2019-04-13,375,Papier,0,25,13
2019-04-14,375,Papier,0,26,1
2019-04-15,375,Papier,1,31,5
2019-04-16,375,Papier,0,17,9
2019-04-09,376,GFT,0,9,10
2019-04-09,376,GFT,0,1,10
2019-04-10,376,GFT,0,19,10
2019-04-11,376,GFT,0,29,10
2019-04-12,376,GFT,0,36,7
2019-04-13,376,GFT,0,43,7
2019-04-14,376,GFT,0,47,4
2019-04-15,376,GFT,1,55,8
2019-04-16,376,GFT,0,19,18
2019-04-09,377,Rest,0,16,16
2019-04-10,377,Rest,0,24,8
2019-04-11,377,Rest,0,34,10
2019-04-12,377,Rest,0,43,9
2019-04-13,377,Rest,0,59,16
2019-04-14,377,Rest,0,71,12
2019-04-15,377,Rest,0,84,13
2019-04-16,377,Rest,0,94,10
2019-04-09,378,Rest,0,5,5
2019-04-10,378,Rest,0,7,2
2019-04-11,378,Rest,0,11,4
2019-04-12,378,Rest,0,14,3
2019-04-13,378,Rest,0,17,3
2019-04-14,378,Rest,0,18,1
2019-04-15,378,Rest,0,24,6
2019-04-16,378,Rest,0,31,7
2019-04-09,379,GFT,0,3,3
2019-04-10,379,GFT,0,5,2
2019-04-11,379,GFT,0,8,3
2019-04-12,379,GFT,0,11,3
2019-04-13,379,GFT,0,12,1
2019-04-14,379,GFT,0,14,2
2019-04-15,379,GFT,1,20,6
2019-04-16,379,GFT,0,31,11
2019-04-09,380,Papier,0,5,5
2019-04-10,380,Papier,1,9,4
2019-04-11,380,Papier,0,15,6
2019-04-12,380,Papier,0,20,5
2019-04-13,380,Papier,0,22,2
2019-04-14,380,Papier,0,26,4
2019-04-15,380,Papier,0,30,4
2019-04-16,380,Papier,0,38,8
2019-04-10,381,PMD,0,4,4
2019-04-11,381,PMD,0,7,3
2019-04-12,381,PMD,0,8,1
2019-04-15,381,PMD,0,11,3
2019-04-16,381,PMD,0,18,7
2019-04-09,383,PMD,0,1,1
2019-04-11,383,PMD,0,5,4
2019-04-12,383,PMD,0,6,1
2019-04-13,383,PMD,0,9,3
2019-04-14,383,PMD,0,11,2
2019-04-15,383,PMD,0,15,4
2019-04-16,383,PMD,0,16,1
2019-04-09,384,Papier,0,4,4
2019-04-10,384,Papier,0,6,2
2019-04-11,384,Papier,0,9,3
2019-04-12,384,Papier,1,13,4
2019-04-13,384,Papier,0,15,2
2019-04-14,384,Papier,0,21,6
2019-04-15,384,Papier,0,24,3
2019-04-16,384,Papier,0,29,5
2019-04-09,385,GFT,0,3,3
2019-04-10,385,GFT,0,8,5
2019-04-11,385,GFT,0,11,3
2019-04-12,385,GFT,0,18,7
2019-04-13,385,GFT,0,21,3
2019-04-14,385,GFT,0,28,7
2019-04-15,385,GFT,0,32,4
2019-04-16,385,GFT,0,36,4
2019-04-09,386,Rest,0,2,2
2019-04-10,386,Rest,0,6,4
2019-04-11,386,Rest,1,16,10
2019-04-12,386,Rest,0,21,5
2019-04-13,386,Rest,0,29,8
2019-04-14,386,Rest,0,34,5
2019-04-15,386,Rest,0,44,10
2019-04-16,386,Rest,0,52,8
2019-04-09,387,Rest,0,4,4
2019-04-10,387,Rest,0,7,3
2019-04-11,387,Rest,0,17,10
2019-04-12,387,Rest,0,21,4
2019-04-13,387,Rest,0,26,5
2019-04-14,387,Rest,0,27,1
2019-04-15,387,Rest,0,31,4
2019-04-16,387,Rest,0,36,5
2019-04-09,388,GFT,0,2,2
2019-04-10,388,GFT,0,6,4
2019-04-11,388,GFT,0,10,4
2019-04-12,388,GFT,0,14,4
2019-04-13,388,GFT,0,18,4
2019-04-14,388,GFT,0,20,2
2019-04-15,388,GFT,0,22,2
2019-04-16,388,GFT,0,23,1
2019-04-09,389,Papier,0,2,2
2019-04-10,389,Papier,1,3,1
2019-04-11,389,Papier,0,8,5
2019-04-12,389,Papier,0,12,4
2019-04-13,389,Papier,0,14,2
2019-04-14,389,Papier,0,16,2
2019-04-15,389,Papier,0,21,5
2019-04-16,389,Papier,0,27,6
2019-04-11,390,PMD,0,4,4
2019-04-12,390,PMD,0,6,2
2019-04-15,390,PMD,0,8,2
2019-04-09,391,Rest,0,14,19
2019-04-09,391,Rest,0,5,19
2019-04-10,391,Rest,0,34,20
2019-04-11,391,Rest,1,46,12
2019-04-12,391,Rest,0,61,18
2019-04-12,391,Rest,0,8,18
2019-04-13,391,Rest,0,27,19
2019-04-14,391,Rest,0,39,12
2019-04-15,391,Rest,0,58,19
2019-04-16,391,Rest,0,68,10
2019-04-09,392,GFT,0,2,2
2019-04-10,392,GFT,0,5,3
2019-04-11,392,GFT,0,9,4
2019-04-13,392,GFT,0,13,4
2019-04-14,392,GFT,0,16,3
2019-04-15,392,GFT,0,23,7
2019-04-16,392,GFT,0,26,3
2019-04-09,393,PMD,0,4,4
2019-04-10,393,PMD,0,10,6
2019-04-11,393,PMD,1,17,7
2019-04-12,393,PMD,0,28,11
2019-04-13,393,PMD,0,31,3
2019-04-14,393,PMD,0,34,3
2019-04-15,393,PMD,0,35,1
2019-04-16,393,PMD,0,39,4
2019-04-09,394,Papier,0,11,11
2019-04-10,394,Papier,0,20,9
2019-04-11,394,Papier,0,27,7
2019-04-12,394,Papier,0,37,10
2019-04-13,394,Papier,0,46,9
2019-04-14,394,Papier,0,51,5
2019-04-15,394,Papier,0,64,13
2019-04-16,394,Papier,0,69,5
2019-04-09,396,Rest,0,9,9
2019-04-10,396,Rest,0,18,9
2019-04-11,396,Rest,0,26,8
2019-04-12,396,Rest,0,33,7
2019-04-13,396,Rest,0,37,4
2019-04-14,396,Rest,0,42,5
2019-04-15,396,Rest,1,54,12
2019-04-16,396,Rest,0,67,13
2019-04-09,397,GFT,0,4,4
2019-04-10,397,GFT,0,10,6
2019-04-11,397,GFT,0,14,4
2019-04-12,397,GFT,0,17,3
2019-04-13,397,GFT,0,19,2
2019-04-14,397,GFT,0,21,2
2019-04-15,397,GFT,0,24,3
2019-04-16,397,GFT,0,32,8
2019-04-09,398,PMD,0,1,1
2019-04-10,398,PMD,0,3,2
2019-04-12,398,PMD,0,4,1
2019-04-13,398,PMD,0,5,1
2019-04-14,398,PMD,0,7,2
2019-04-15,398,PMD,0,11,4
2019-04-16,398,PMD,0,14,3
2019-04-09,399,Papier,0,3,3
2019-04-10,399,Papier,0,11,8
2019-04-11,399,Papier,0,16,5
2019-04-12,399,Papier,0,21,5
2019-04-13,399,Papier,0,27,6
2019-04-14,399,Papier,0,30,3
2019-04-15,399,Papier,0,35,5
2019-04-16,399,Papier,0,45,10
2019-04-09,400,PMD,0,5,5
2019-04-10,400,PMD,0,12,7
2019-04-11,400,PMD,0,18,6
2019-04-12,400,PMD,0,22,4
2019-04-13,400,PMD,0,27,5
2019-04-14,400,PMD,0,31,4
2019-04-15,400,PMD,0,40,9
2019-04-16,400,PMD,0,52,12
2019-04-09,401,Papier,0,9,9
2019-04-10,401,Papier,0,25,16
2019-04-11,401,Papier,0,31,6
2019-04-12,401,Papier,0,35,4
2019-04-13,401,Papier,0,51,16
2019-04-14,401,Papier,0,55,4
2019-04-15,401,Papier,0,63,8
2019-04-16,401,Papier,0,78,15
2019-04-09,402,GFT,0,8,8
2019-04-10,402,GFT,1,19,11
2019-04-11,402,GFT,0,23,8
2019-04-11,402,GFT,0,4,8
2019-04-12,402,GFT,0,10,6
2019-04-13,402,GFT,0,19,9
2019-04-14,402,GFT,0,25,6
2019-04-15,402,GFT,1,38,13
2019-04-16,402,GFT,0,40,14
2019-04-16,402,GFT,0,35,14
2019-04-09,403,Rest,0,6,6
2019-04-10,403,Rest,1,24,18
2019-04-11,403,Rest,0,39,15
2019-04-12,403,Rest,0,13,13
2019-04-13,403,Rest,0,27,14
2019-04-14,403,Rest,0,33,6
2019-04-15,403,Rest,1,49,16
2019-04-16,403,Rest,0,59,16
2019-04-16,403,Rest,0,45,16
2019-04-09,404,Rest,0,12,12
2019-04-10,404,Rest,0,20,8
2019-04-11,404,Rest,0,29,9
2019-04-12,404,Rest,0,40,11
2019-04-13,404,Rest,0,56,16
2019-04-14,404,Rest,0,63,7
2019-04-15,404,Rest,0,72,9
2019-04-16,404,Rest,0,82,10
2019-04-09,405,PMD,0,6,6
2019-04-10,405,PMD,0,9,3
2019-04-11,405,PMD,1,15,6
2019-04-12,405,PMD,0,17,2
2019-04-13,405,PMD,0,22,5
2019-04-14,405,PMD,0,25,3
2019-04-15,405,PMD,0,27,2
2019-04-16,405,PMD,0,31,4
2019-04-09,406,Papier,0,6,6
2019-04-10,406,Papier,0,19,13
2019-04-11,406,Papier,0,28,9
2019-04-12,406,Papier,0,34,6
2019-04-13,406,Papier,0,44,10
2019-04-14,406,Papier,0,51,7
2019-04-15,406,Papier,0,60,9
2019-04-16,406,Papier,0,68,8
2019-04-09,407,GFT,0,6,6
2019-04-10,407,GFT,0,18,12
2019-04-11,407,GFT,0,30,12
2019-04-12,407,GFT,0,35,5
2019-04-13,407,GFT,0,44,9
2019-04-14,407,GFT,0,51,7
2019-04-15,407,GFT,1,63,12
2019-04-16,407,GFT,0,72,9
2019-04-09,408,Rest,0,2,2
2019-04-10,408,Rest,0,3,1
2019-04-11,408,Rest,0,7,4
2019-04-12,408,Rest,0,8,1
2019-04-13,408,Rest,0,9,1
2019-04-14,408,Rest,0,10,1
2019-04-09,409,Rest,0,6,6
2019-04-10,409,Rest,0,17,11
2019-04-11,409,Rest,0,24,7
2019-04-12,409,Rest,0,32,8
2019-04-13,409,Rest,0,45,13
2019-04-14,409,Rest,0,57,12
2019-04-15,409,Rest,0,71,14
2019-04-16,409,Rest,0,81,10
2019-04-09,410,GFT,0,12,12
2019-04-10,410,GFT,0,17,5
2019-04-11,410,GFT,0,25,8
2019-04-12,410,GFT,0,33,8
2019-04-13,410,GFT,0,45,12
2019-04-14,410,GFT,0,51,6
2019-04-15,410,GFT,0,67,16
2019-04-16,410,GFT,0,79,12
2019-04-09,411,Papier,1,5,5
2019-04-10,411,Papier,0,17,12
2019-04-11,411,Papier,0,27,10
2019-04-12,411,Papier,0,33,6
2019-04-13,411,Papier,0,43,10
2019-04-14,411,Papier,0,51,8
2019-04-15,411,Papier,0,68,17
2019-04-16,411,Papier,0,75,7
2019-04-09,412,PMD,0,5,5
2019-04-10,412,PMD,0,9,4
2019-04-11,412,PMD,0,17,8
2019-04-12,412,PMD,0,24,7
2019-04-13,412,PMD,0,30,6
2019-04-14,412,PMD,0,35,5
2019-04-15,412,PMD,0,42,7
2019-04-16,412,PMD,0,47,5
2019-04-09,414,GFT,0,6,6
2019-04-10,414,GFT,0,8,2
2019-04-11,414,GFT,0,15,7
2019-04-12,414,GFT,0,24,9
2019-04-13,414,GFT,0,32,8
2019-04-14,414,GFT,1,40,8
2019-04-15,414,GFT,0,51,11
2019-04-16,414,GFT,0,61,10
2019-04-09,415,Rest,0,6,8
2019-04-09,415,Rest,0,2,8
2019-04-10,415,Rest,0,17,15
2019-04-11,415,Rest,0,20,3
2019-04-12,415,Rest,0,27,7
2019-04-13,415,Rest,0,42,15
2019-04-14,415,Rest,0,49,7
2019-04-15,415,Rest,1,59,10
2019-04-16,415,Rest,0,65,6
2019-04-09,416,PMD,0,4,4
2019-04-10,416,PMD,0,11,7
2019-04-11,416,PMD,0,15,4
2019-04-12,416,PMD,0,17,2
2019-04-13,416,PMD,0,21,4
2019-04-14,416,PMD,0,24,3
2019-04-15,416,PMD,0,27,3
2019-04-16,416,PMD,0,29,2
2019-04-09,417,Papier,0,5,5
2019-04-10,417,Papier,0,13,8
2019-04-11,417,Papier,0,16,3
2019-04-12,417,Papier,0,23,7
2019-04-13,417,Papier,0,30,7
2019-04-14,417,Papier,0,37,7
2019-04-15,417,Papier,0,43,6
2019-04-16,417,Papier,0,47,4
2019-04-09,418,PMD,0,1,1
2019-04-10,418,PMD,0,5,4
2019-04-11,418,PMD,0,9,4
2019-04-14,418,PMD,0,11,2
2019-04-15,418,PMD,0,12,1
2019-04-16,418,PMD,0,15,3
2019-04-09,419,Papier,0,5,5
2019-04-10,419,Papier,0,13,8
2019-04-11,419,Papier,1,17,4
2019-04-12,419,Papier,0,2,2
2019-04-13,419,Papier,0,6,4
2019-04-14,419,Papier,1,12,6
2019-04-15,419,Papier,0,23,6
2019-04-16,419,Papier,0,31,8
2019-04-09,420,Rest,0,5,5
2019-04-10,420,Rest,0,13,8
2019-04-11,420,Rest,0,20,7
2019-04-12,420,Rest,1,23,3
2019-04-13,420,Rest,0,30,7
2019-04-14,420,Rest,0,37,7
2019-04-15,420,Rest,0,43,6
2019-04-16,420,Rest,0,50,7
2019-04-09,421,GFT,0,9,9
2019-04-10,421,GFT,0,20,11
2019-04-11,421,GFT,0,27,7
